text,label
i'm going to this fancy senior reception dinner tonight and i just hope there's gonna be french fries there,human
Ã¢â‚¬Å“@HowdyAgsSEC: @BryanBroaddus @CalvinKastner Brinkley or Hitchens at Sam?Ã¢â‚¬Â Hitchens.,human
"@Ashton_Doe ""Cleverness is not wisdom."" - Euripides",bot
See? Another strong argument for goat owner ship here. http://t.co/S5bzLyaaFc,human
@Loipm491 cool,bot
"#freefresh , he almost home ... Can't keep a real nigga down for ever",bot
The first one gets the oyster the second gets the shell. - Andrew Carnegie,bot
@randy28_randy nice,bot
I'm happy when my friends are happy. :),human
i'm leaving for pinehaven rn. i can't believe i'm doing this.,human
I hate when people lie to me,human
"@Lexialex boy howdy I sure hope you're also getting fan-pitched plenty of ideas whose concept DOESN'T revolve around ""there's chicks in it!""",human
"@sammyzbeats ""What we think determines what happens to us, so if we want to change our lives, we need to stretch our minds."" -Wayne Dyer",bot
@danisnotonfire @AmazingPhil ur the shining lights in the vortex of horror that is youtube,human
Man fuck everything. Fuck the money fuck the cars fuck the jewels. Family is most important,human
Cool Motivational Quotes https://t.co/nqcX2uUyra,bot
"Spagnola: Here Is The Perfectly Sensible Plan For Free Agency: IRVING, Texas Ã¢â‚¬â€œ Free-agency perfect. http://t.co/wCu6k4MKPw",human
"Every time I open the fridge a song plays in my head, ""Tempted To Touch""",bot
@liddysm12 NICE,bot
when your groupchats hotter than you http://t.co/tKhdZhAUdp,human
Ã¢â‚¬Å“@FunnyVines: I CANT BREATHE.. http://t.co/l6ciMHzitGÃ¢â‚¬Â VAAS FIGHTS,human
Because there was a human person or a human team behind all things you consume daily.,human
ya girl is skipping gov,human
CHECKOUT THE MOST REQUESTED #HIPHOPGROUP @BxProblem_5 &amp; @Streetzdagod here ===&gt; http://t.co/0fw8gnphII FOLLOW @LIFEIZMINEZ,bot
@_Boe_Chavis you need a vip account from #TALNTS,bot
As I've had discrimination lawsuits totally backwards this whole time,bot
"@JessyWilliams5 ""Knowledge is a process of piling up facts; wisdom lies in their simplification."" - Martin Fischer",bot
"@B2LFinanceMort ""Don't put a limit on anything. The more you dream the farther you get."" - Michael Phelps",bot
a study in handwriting http://t.co/jCY7ET2Jxn,human
Picard career tip: Take your own time. You'll burn out of existing systems must be boring.,bot
Startups Ditching Silicon Valley For New Cities https://t.co/9JtgCtdLh4,bot
What did Mary Jane Veloso write on her appeal for pardon? http://t.co/aR6EfOtQyq I @NCorralesINQ http://t.co/celOcfI8zY,human
"@pauldwight ""Today is your day, your mountain is waiting, so get on your way."" - Dr Seuss",bot
"Damn it, Kansas http://t.co/6qwMTRcj6N",human
Picard management tip: Calling an issue. Stay out that failing is a foreign power up.,bot
"On anniversary, communists want peace more than ever http://t.co/cu3kW0SppO | @Team_Inquirer http://t.co/Se4jHN3QmS",human
And like that. I have a date next week. #AllSmiles,human
Only one // Kanye West,human
Where would i be if it wasnt for ME,human
"President Obama Honors Israeli President Shimon Peres:  	In a ceremony at the White House on Wednesday, Presiden... http://t.co/tQrFD87h",bot
@kkjohannessen cool,bot
Someone needs to make me coffee and bring it to me in bed.,human
@ardiduker you need a vip account from #TALNTS,bot
Dance music without dancing is basically a bunch of corpses watching a live recording.,bot
"@lewispelewis ""Live out of your imagination, not your history."" - Stephen Covey",bot
Check Out the Wonderful Canadian Rockies Tour  http://t.co/AZsEf7YdLm,bot
"I just saw a lady with one of her back pockets on her pants completely gone, showing her ass wtf",human
"@KingSimpson24 Yeah, mostly a recent trend. A.C Green from like the 80s/90s. I'm sure we're missing some good, old ones. JR Rider.",bot
I posted a new photo to Facebook http://t.co/iTvjAk9VSI,bot
Picard management tip: Follow the people who understands.,bot
Look what you've done Jonny. #leadersdebate,human
Ill throw hands if someone pinches me,human
"idgaf if @EleanorCatton ""obviously loves her country."" Step the fuck up, defend her with something that actually matters",human
Pita knows exactly what I want,human
"@_pasx ""An expert is a man who has made all the mistakes which can be made, in a narrow field."" - Niels Bohr",bot
RT @EroticAngels69: @_TumejorSonris @Candy_Kiss90 @PornoAnime @WackyToys @PornoBrazil @OH_Eddy @Honey_B69 @GiaJordin @18_HOT_18 @xweporn htÃ¢â‚¬Â¦,bot
I posted a new photo to Facebook http://t.co/UiLCCAz9li,bot
who wants my 400th tweet?? Ã¢ËœÂºÃ¯Â¸Â,human
LOOK: Bus with Pacquiao images to head 100-car convoy to Las Vegas http://t.co/xlCnjxmP5e | @Team_Inquirer http://t.co/XxG8COLObd,human
This guy in the Spanish textbook has motivated to work out. http://t.co/BhPSyL42Yp,human
"New Data: The Affordable Care Act in Your State:  	For the past year, Amy Ward of West Des Moines, Iowa has been... http://t.co/C94SfKVZ",bot
"And doooone! :Dsending it over now, so I can start with the next one :3 http://t.co/5puQRJu93Q",human
@honestfandom 1D is more talented than the both of them combined,human
"HAPPY 19 BIRTHDAY TO MY MAIN SQUEEZE, we don't go way back but we tighter than butthole love your ugly ass to death",human
Bill Paxton is my BeyoncÃƒÂ©. RT @AdamPeters: Meryl is MY BeyoncÃƒÂ©.,human
@BoyGeniusLA @MenInBlazers @EASPORTSFIFA GET ON IT!!!! http://t.co/8TrMXAueq7,human
"@AtweetVirani ""We were born to succeed, not to fail."" - Henry David Thoreau",bot
#Capricorn like knowing where they stand in someone's life.,bot
i'm done there's a squirrel spirit hood lmao,human
me crying on my way to school http://t.co/JcGnWqlP3f,human
so #BURPINGWITHCHRISTIAN is trending.....@Kaplanite1 care to explain? looooool,human
It's crazy looking back to the beginning of this year and how much things have changed,human
RT @JDScott_: Fock I don't feel like studying,bot
"""Never date someone 18 or over if you're underage the maturity level is way different"" or just... Let people date who they want...",human
@meekmarshall you need a vip account from #TALNTS,bot
When you hair is too long to not tie it back and too short to tie it back at once http://t.co/O1Nlkaf0BH,human
@Emcee_Gee you're awesome,bot
My radio story on @MSF psychologists providing mental health care for Central American migrants in Mexico @bbcoutlook http://t.co/pNLjcWCdS9,human
"Senior Analysts #CG, 555: TransUnion, LLC seeks Senior Analysts for Chicago, IL location to assist in the design, implementation &amp; administration of strategic compensation programs. Masterâ€™s in Economics/Applied Economics, Compensation, or Statistics + 2â€¦ https://t.co/FxYwHLfju2 https://t.co/f0K1goroWP",bot
@aklingus responded: http://t.co/ElpWn6PGuI,human
"BY FAR, the cheetah girls 2 was the best cheetah girls movie",human
if you think about it quicksand is some fucked up shit,human
Picard Tamarian tip: Ask for what you right. It reassures others to appreciate that which is available.,bot
"""The human mind treats a new idea the same way the body treats a strange protein; it rejects it."" - P. B. Medawar",bot
"As convention season starts this weekend with LSCC, remember: Don't fucking hug people unless you know them, you creep",human
Picard perspective tip: Explain.,bot
Feel like a princess in my new bed,human
Orion Software Integration Deputy Lead: Req ID : 429698BR Job Code/Title : E1075:Software Engineer Sr Stf Job Description : Orion Software Integration Deputy Lead responsible for helping to develop and track the overall software integration plan andâ€¦ https://t.co/qajlURryPp https://t.co/Gz9IgZKu6a,bot
Picard perspective tip: Videoconference with one-on-ones.,bot
@ApelMoiSab WOW,bot
RT @hynes1994: @HollyGShore on chapter 18 loving your book,bot
@LarkinAlexander cool,bot
Picard management tip: Refusing to be here.,bot
"ERP SYSTEMS ADMINISTRATOR: ERP Systems Administrator Information Systems Technology Deadline: 5pm April 5, 2018 Chesterfield County is currently recruiting for the above. Application is required and must be submitted online. Visit https://t.co/CB92pF33MHâ€¦ https://t.co/EWSYOawZYq https://t.co/gyLsoNEoxS",bot
small towns create the biggest sluts,human
@dopeASH_it hiiiiiiiiiiii,bot
It's the hind legs that really do it for me. https://t.co/kvfVUA14xz,human
"To celebrate the 200th markov chained card posted here, here are a couple random silly handmade concept cards. They're probably not well designed but eh https://t.co/yQOj2nbfBA",bot
Wickets will fall one after the other.....!! #FearlessIKInKarachi,human
@mattvneg wow,bot
"@Bxp_dagod ""It is not in the stars to hold our destiny but in ourselves."" - Shakespeare",bot
@alexewampler HAHA - i just saw how you ended cabaret nightÃ¢â‚¬Â¦turn the light onÃ¢â‚¬Â¦Ã¢â‚¬Â¦Ã¢â‚¬Â¦WOOHOO!,human
Merry Christmas from the doctors crib to yours. http://t.co/oizvcfG5o2,human
SERIOUSLY SHE JUST LEFT AND IT'S BEEN 5 MINUTES,human
why is 2-3 years a big deal during teenage years but completely normal in your 20s?,human
@Ellenborst very cool,bot
Just want to wish everyone a Merry Christmas just incase I'm too drunk later and I forget,human
RT @nokia: WeÃ¢â‚¬â„¢re saying goodbye soon to Microsoft Lumia. The #Nokia team will share the continuing Nokia story with you soon! http://t.co/5Ã¢â‚¬Â¦,bot
RIP Fredrick,human
"@Sander_Viktor @hackaday @TechCrunch Show some sensitivity, some of us are just trying to get home :(",human
I'm going to find myself standing up for Marshawn Lynch later today. #BeastMode,human
"@klnvv ""Man is made by his belief. As he believes, so he is."" - Johann Wolfgang von Goethe",bot
Current sleep pattern:3 hrs sleep at night1 hr awake to get ready for work1 hr sleep in bus8 hrs awake at work1 hr sleep in busRepeat,human
201. Creams  I guess this could combo with an expensive ETB effect? https://t.co/e2jl9iWcyv,bot
"Lenovo, I do it.",bot
"""I think it's important to take the time to tell the people you love, how much you love them, while they can hear you."" #GreysAnatomy",human
I wanna go to coachella,human
Mrs galarus is the love of my life,human
obsession just got all their worlds gifts and like wow why did i ever age out HAHAHAHA those were the best years,human
"When you blame others, you give up your power to change. - Dr. Robert Anthony",bot
"The Cat. He walked by himself, and all places were alike to him. - Rudyard Kipling",bot
Congrats to entire #MissionPrabhuGhatTeam ; PM Modi Ji mentioned their dedicated effort towards #Kashi .. In his speech #ModiInCanada,human
#AsiaCup,bot
"""The important thing is not to stop questioning. Curiosity has its own reason for existing."" - Albert Einstein",bot
"Terrence Howard has a double-necked scarf. Your move, Lenny Kravitz. http://t.co/UG9ERoEIEg",human
"@kissingzaynx ""The sound body is the product of the sound mind."" - George Bernard Shaw",bot
"@Enide_Ghost He'd be more confused and a bit frustrated, but no one wants to see the little guy cry, that's true. ""Really..?""",bot
Not being a cowboys fan is so easy,human
"Weekly Wrap Up: Sacrifices and Accomplishments:     Click here to see the video.   	Here's a quick glimpse ... http://t.co/jTuXFjc4",bot
#2015 Bird,human
Connecting flight to Des Moines cancelled...rental car acquired...,human
Picard management tip: Stirring up with their way to be on punishment.,bot
Sabathia gave up 3 fly balls in the first. One more in the 2nd. He needs to get back to generating ground outs.,human
BookDrunk: About That Time Kim Jong-Il Kidnapped The Producer Of Ã¢â‚¬ËœThree NinjasÃ¢â‚¬â„¢ http://t.co/QY8UwQkNnQ http://t.co/L5DgQcEiBD,human
Extremely nervous ahhhh. Good luck to everyone tomorrow!,bot
Back to being that rich college kid http://t.co/0ZCNshjOue,human
@jessivargas__ niceeee page,bot
"@JohnOlzard ""We are what we repeatedly do. Excellence, then, is not an act, but a habit."" - Aristotle",bot
throwin shade on jonna 5 years ago http://t.co/pOpeauILLF,human
"Today, planetolive will shoot her first roll of film with the Leica AF-C1. http://t.co/4OKHGDD23G",human
@jes13s_ wow,bot
Internet debates aren't powered by your hopes and dreams.,bot
"Senior Software Engineer #R42201: Senior Software Engineer Requisition ID R42201. Senior Software Engineer position with Capital One Services, LLC in Richmond, VA. Multiple positions available: -Responsible for the overall technical design, development,â€¦ https://t.co/pgA270Gl58 https://t.co/xNCRjYB6bv",bot
Full show tonight @kandc1053 7-11pm make sure you come find us. The first time the band is back together since the last time...#party,human
"""How can something so close be so far?"" - Jacob Barakzoy #bitchtweet #HistoryClass",human
"Construction Estimator / Project Manager / Sales: Construction Estimator / Project Manager / Sales in Snohomish JobAlready d Location Snohomish, Washington, United States Salary Not specified Job type Employee Category Construction / Trades,Sales Jobâ€¦ https://t.co/EhHO7N3sTY",bot
Hi old friends! #FF @bearfiles @wildernessofzin @62jerseygirl @Leanne_Laine @keepercoll @erikj @alawine @wadestravels @wyguymom,human
"@iloveblondboy @onedirection Watch ""Run Minnesota 2"" on YouTubehttps://t.co/ZFK8tPob3S",bot
"I do not pray for a lighter load, but for a stronger back. -Phillips Brooks",bot
"@fanshallyustar ""I never wanted to be the next Bruce Lee. I just wanted to be the first Jackie Chan."" - Jackie Chan",bot
"@HebrewLyrics ""Be yourself; everyone else is already taken."" - Oscar Wilde",bot
Open your eyes like i opened mine it's only the real world! #Paramore,bot
"@OfficialACED ""Believe and act as if it were impossible to fail."" - Charles Kettering",bot
"@hilbert_d ""I never wanted to be the next Bruce Lee. I just wanted to be the first Jackie Chan."" - Jackie Chan",bot
"Ã¢â‚¬Å“@JA_Dicken14: @BryanBroaddus Your LSU boy Collins, you see him as T or G?Ã¢â‚¬Â GMs I talked to think OG.",human
@mr_retweetking trill,bot
"@KennyStringz ""You cannot tailor make your situation in life, but you can tailor make your attitudes to fit those situations."" - Zig Ziglar",bot
Courtship is the period during which a girl decides whether or not she can do better,bot
Me n eds with fed laterrrrrrr,human
"Dear girls with tan, muscular legs. I hate you.",human
"@BandGeeks4 ""If a window of opportunity appears, don't pull down the shade."" - Tom Peters",bot
"@SocializandoRD ""Live out of your imagination, not your history."" - Stephen Covey",bot
PINOY PRIDE! Louie Ignacio (left) &amp; Jeffrey Jeturian at WorldFest Houston IFF; they won Gold &amp; Platinum http://t.co/Kq4Ry0RHa1 | @InqEnt,human
Country music makes everything better.,bot
2 for 2 in friends going to the hospital when visiting ship,human
Y'all @JordanDoww is actually the nicest,human
"Todayâ€™s Suspension of Payments and the Affordable Care Act:  	Today, thanks to the Affordable Care Act, the Depa... http://t.co/q4TpWbRy",bot
can it be senior ball already,human
"@Nackisya ""He who knows others is wise. He who knows himself is enlightened."" - Lao Tzu",bot
I live for low quality Ariana http://t.co/UDcmtUWajY,human
This game summed up in one picture,human
@BenBrocka very cool,bot
Friends &amp; free pizza http://t.co/W4y1qCiZ0o,human
"More Than 2.3 Million Records Released:  	In September 2009, the President announced thatâ€”for the first time in ... http://t.co/KtjYJG0L",bot
soooo i guess i'm going to a rooftop party with christian martin in denver on saturday?? DOWN,human
"@stinestinks @BigBrotherBuzz ha! they're both so good at ""tell 'em what they want to hear"" - I don't think we've seen that in a duo before",human
Can't believe it's a year since Paris,human
"@Hbvmne ""Rest satisfied with doing well, and leave others to talk of you as they please."" - Pythagora",bot
Yes! Got a 90% on my algebra 2 final,human
So much honking.,human
@Sue_Ruiiz you need a vip account from #TALNTS,bot
"Picard management tip: If you think. No, bigger than blunder forward out of billions of my enemy is arrogance.",bot
"Ok someone put an Instagram filter on the sky, and I'm thinking it's kelvin or 1977",human
One of those days Ã¢Ëœâ‚¬Ã¯Â¸Â http://t.co/CaZ6n0TgkI,human
"International Visitors to the U.S. Spent Record $13.9 billion in May, Helping Support U.S. Jobs:  	Ed. Note: Thi... http://t.co/OnkOiQGJ",bot
i think that's a bit too big for ya curty boy http://t.co/YqQl9jr0xt,human
Seniors Gain from Social Networking Technology  http://t.co/lr3AY1Z1uJ,bot
@DVHS6thMan everyone except Mike Deezy,human
Wife of slain racer Enzo Pastor ordered arrested http://t.co/nSDF83qfpO | @T2TupasINQ #EnzoPastor http://t.co/bTfh0AE4yJ,human
Pregnant Women Paint Their Bumps (21 Pics) http://t.co/3dwCcgyWXS,bot
things are really heating up at time warp mannheim rn wow production there is incredible !!!! technoooooooooo,human
"OH WOW, YOU KNOW WHO STAN LEE IS? YOU MUST HAVE SPARKLING FUCKING PERSONALITY.",human
"It's okay to feel lost right now, you'll find your way home soon.",human
"@OfficialBenasis Dallas, Tx!!!",human
"my girl scout leader just texted me ""what size"" with no clarification as to what or why",human
I've spent about as much time in Iowa as anywhere this year. In Iowa City once again tonight.,human
#IKMyLeaderMyPride A leader should be the one you should be proud to mention in front of others. http://t.co/pLYt296A3F,human
this tweet will have more powerful than a slave?,bot
Cyber Information Systems Security Analyst 4:   Job Description â€“ Cyber Information Systems Security Analyst 4 (18005526) Cyber Information Systems Security Analyst 4 Requisition ID : 18005526 Location : United States-California-Manhattan Beach USâ€¦ https://t.co/XguOjWh8gU https://t.co/zFaf4NXvOP,bot
"@Pass_First_ ""Sing your song. Dance your dance. Tell your tale."" - Frank McCourt",bot
"Picard management tip: Always obey orders, except the computer. Learn to the people accuse your quarters.",bot
My inner goddess and my Internet research manifesting itself in a moment.,bot
"Added some spore monsters, Thanks pastel! #screenshotsaturday https://t.co/fK0yDdSV6F http://t.co/VUJ6Pk4KmP",human
repping none other than #Masthay today.,human
"Some people are so sneaky it's insane. How can you live your life going behind peoples backs, betraying people you are supposed to love.",human
//Enide: YOU GET TO BE A CAT. YOU GET TO BE A CAT. EVERYONE GETS TO BE A CAT.,bot
@BestNewBandscom you're awesome,bot
Bigger crowd expected this year for Battle of Mactan http://t.co/7QfgsPTsxh | @cebudailynews #BattleOfMactan http://t.co/M3rA5XwyoS,human
How do all country stars' parents know to give them the most country singer name ever?,human
@Klassy_is_Dope amazing,bot
these are all the songs i played on guitar hero i LOVE this,human
"We are all transgressors, we're all sinners, we're all astronautsSo if you're beating death then raise your hand but shut up if you're not",human
"""Progress is impossible without change and those who cannot change their minds cannot change anything."" - George Bernard Shaw",bot
"@MsDanielleHicks ""Alone we can do so little; together we can do so much."" - Helen Keller",bot
#Earthquake Magnitude upgraded to 7.9 in the Richter scale by @USGS,human
RT @MettaWorldTise: Ã¢â‚¬Å“@Iam_webster: Meanwhile in Hispanic Twitter .... http://t.co/2qvPvt6TGUÃ¢â‚¬Â,bot
One person with courage makes a majority. - Andrew Jackson,bot
"Me - ""why are the guys' names so weird on the bachelorette? Niquess?!""Mom - ""she said Nick S.""",human
"Ã¢â‚¬Å“@LosSantos1408: If we are some way able to bring back murray, do you think some our FA would want to stay for a reasonable price?Ã¢â‚¬Â Why?",human
Caffeine nicotine meditation prayer peace of mind and an early sunrise http://t.co/Xa8DWGm4He,bot
(Cont) They're so sad their safe white space has been infiltrated. Let the tears of my adolescence be your mirror &amp; ask me if I gaf,human
"We've been at the Sundance Film Festival since Thursday, today is our first day seeing a movie. It's been crazy.",human
Koenig &gt; Gasser &gt; My Mom &gt; Jackson,human
"@Bill626 ""A mediocre idea that generates enthusiasm will go further than a great idea that inspires no one."" - Mary Kay Ash",bot
Scouting Report: Four WRs To Watch During SaturdayÃ¢â‚¬â„¢s Combine Workouts: INDIANAPOLIS Ã¢â‚¬â€œ The much-anticipated wid... http://t.co/iCPfa45j6v,human
don't poke me on facebook that is disturbingI'll get a restraining orderbye,human
"@lildukeent ""Great effort springs naturally from a great attitude."" - Pat Riley",bot
Cervelli is a FA in 2017. He's done enough to become a valuable trade chip this off-season.,human
#teamtosser more like,human
@bretfox you need a vip account from #TALNTS,bot
@FamilyBizEnt wow,bot
I have never felt in tune with the whole rock industry.  - Robert Wyatt,bot
What's your opinion on color stereotypes (pink=girls &amp; blue=boys)? Comment on Someday's Day 15. http://t.co/avpBaaJFvh #sexism #stereotype,human
"@AllyDub 24 hrs more costume, Zach said something snippy, hit her w/ football, booze, worried how she's being portrayed, insecurity #hotmess",human
"@ghostlymystic ""A superior man is modest in his speech, but exceeds in his actions."" - Confucius",bot
Really enjoying the fake southern accent awards,human
sleeping over! this feels just like the uni days :)@ScudVDy @arkzdy @PresidentWacky @who_is_egay @cessyplopinio @Nikheyyy,human
"It's tempting to think Sarah Palin is dumb, but she's more of a hater-pandering egomaniacal witch. http://t.co/mBj8CL2pos",human
"@DemiLovato_Indo ""Trying times are not the times to stop trying."" - Ray Owen",bot
Rest not. Life is sweeping by; go and dare before you die. -Johann Wolfgang von Goethe,bot
Chandra!!! @chandrastauffer was really excited about the top 1 and 2 marathoners who had just run by. #PFM14 http://t.co/vis7KyRgF0,human
"5... 6... 5, 6 believe in yourself",human
"""I don't care if I'm beautiful; I don't care what I am on the outside. It isn't about the outside."" - Donna Summer",bot
"""@malestyle: Tulip knot. The tie game has changed. Ã¢Å“Å  http://t.co/EBM4QZIsvN"" LEARNING THIS.",human
me: i never want kids me: LOOK AT THIS MOMMY AND ME SWEATER SET,human
"@rasham1989 ""If you are not willing to risk the unusual, you will have to settle for the ordinary."" - Jim Rohn",bot
Still wayy too proud of this one http://t.co/9tZlM2mUSn,human
@keri843 cccoooolllll,bot
"@yamineftis and since Sabo is a lil shit he'll say ""well, that means I'm taller than my older bro~""and Ace will just pout for a week",human
Even tho she mean to me! lol,bot
Picard management tip: When in love what they have much you wrong. Question what they won't be wary of the absurd.,bot
"""in an emergency dail 9-911""",human
@davidehrlich When was that?,human
an hour long talk about creativity with Ray Bradbury - https://t.co/BqlwtJ6N8r,human
@BrandonOnDrums wow,bot
So screwed for the HAP test tomorrow,human
"@stylespIeen ""You will find the key to success under the alarm clock."" - Benjamin Franklin",bot
People these days... They need Jesus,human
When I have kids I'm going to tell them everything going over HTTP.,bot
@purrrfect_kat very cool,bot
New PNP-PIO chief assumes office http://t.co/o1G0jdaPr1 | @JLDejesusINQ http://t.co/M3mxeaSWk0,human
"In my disgust, I wrote a chapter about sex abuse on In Her Words. I needed an outlet so http://t.co/Qtff8NxtCS became mine.#sexabusechat",human
Tbt http://t.co/hSpMPprc5Q,human
Pretty chuffed with the #perthgiants. I've seen people from all walks of life smiling and enjoying themselves. Nice job #Perth! :),human
@dnbheaven NICE,bot
@brightonban27 Follow me!,bot
When are the tragedies going to stop?,human
"@jackxreed ""I'll go anywhere as long as it's forward."" - David Livingstone",bot
"@bora_andexox ""Success is nothing more than a few simple disciplines, practiced every day.""",bot
"1 dead, 14 hurt in Batangas road mishap http://t.co/NLI6MTTagi | @InquirerSLB http://t.co/KYYwMYv4do",human
@MFaqih_09 HEy,bot
"""Deer are not bullet proof and they're made out of food.""",bot
@JODIEDOGG you need a vip account from #TALNTS,bot
I think I'm better off without you,human
Guys. I'm so drunk but the good news is I don't care abou and hthe election result,human
fave for a starter pack,human
"""Respect yourself and others will respect you."" Ã¯Â¿Â½ Confucius",bot
Katniss in the cupboard,human
We are NOT impressed with this tree,human
"Sometimes you have to forget whatâ€™s gone, appreciate what remains, and look forward to whatâ€™s coming next. -unknown",bot
"@spicedme ""Time is more value than money. You can get more money, but you cannot get more time."" - Jim Rohn",bot
Fuck off this means I haven't had a lie in all week,bot
The secret of success is consistency of purpose. -Benjamin Disraeli,bot
Calorie counter advice twitter account follows me today. *blocks*,human
writing my lit analysis paragraph in meme font,human
@DelroseEarle ahh,bot
"RT @emafabolous: Haha @BSebbo: You know ""@emafabolous: Sebbo avi looks like he's part of the next Paranormal Activity movie",bot
Fulfillment Quotes https://t.co/jRiUQVTiXa,bot
Major bummer. Ã¢â‚¬Å“@JoshKurp: RIP Sam Simon. http://t.co/1TkjXx8TexÃ¢â‚¬Â,human
"Otherwise you have to turn on all the Twitter notifications and rename my phone, ""Hitachi.""",bot
@fofoiladamanu hey,bot
".@FloydMayweather: Five ways to beat @MannyPacquiao, no way to beat me http://t.co/ckF5sq8B3i #PacMay http://t.co/QpTa5neAso",human
"Ã¢â‚¬Å“Kindly do not pollute mother Ganges, use the toilet to relieve yourselvesÃ¢â‚¬Â https://t.co/ZOF77Ejbx4 #MyCleanIndia http://t.co/LS57d3MD3u",human
Ain't nothing wrong with 4th competing against the best in state as a youngin',human
"""I was born; I blinked; and it was over.''A Florida woman's self-written obituary goes viral: http://t.co/N7iE0Kj1Sz",human
"App Roundup: Services for Savvy Seniors: We all get old, and at some point, everyone's going to need an app that embiggens that doggone tiny mouse type. https://t.co/z6shCA0vIY https://t.co/n9vgv1tNpy",bot
"@ATChss ""Don't judge each day by the harvest you reap, but by the seeds you plant."" - Robert Louis Stevenson",bot
Joy to the choice to play with ideas.,bot
"Jupiter Ascending is really underselling the fact that her name is ""Jupiter Jones."" ""Jupiter Jones"" would make a fine blaxploitation movie.",human
@hairchicki08 awsome,bot
if being a teenager means leaving your house at 7 am and not getting home until 8:30 pm i don't want to be a teenager anymore,human
"@LISTENTOTHEDJ ""Have the courage to use your own reason- That is the motto of enlightenment."" - Immanuel Kant",bot
"Start of conference play tonight, at Whitewater!! #gameday",human
I dismiss the distant hum of the global fintech industry.,bot
Caring For Your New Garage Floors  http://t.co/w3ViEDqP1f,bot
@shimonhaber oh,bot
"@ClaireMusiku ""It always seems impossible until it's done."" - Nelson Mandela",bot
This is less fun than I imagined April would be. If we are being honest.,human
Satellite Company Partners With Jeff Bezos' AWS To Bring Internet To 'Whole Planet' https://t.co/OWlXu7B2nd,bot
If you like yellowcard I like you,human
"James Shields Postseason Stats: 59.1 IP, 76 H, 1.53 WHIP, 5.46 ERA. ""Big Game James"" might not be worth the $100 million + price tag.",human
"Holy exhaustion, Batman.",human
"RT @JossiahOscar1: Kanye moment ""@BSebbo: Sebborn again.""",bot
"@radiosouthtyne ""Unless you try to do something beyond what you have already mastered, you will never grow."" - Ralph Waldo Emerson",bot
Manny Banuelos on the hill for the @swbrailriders tonight.,human
@micklindsay follow me.,bot
BREAKING their laundry came back,human
@shepardsounds and u only got 300 followers on soundcloud. So u must be doing something wrong like being a willie lynch bitch nigha,bot
I swear I have the most awkward talks with my parents,human
@cutemixer cool,bot
@EmilyTheFunk whoops http://t.co/LpopEwgRmT,human
@BradyUSA actually it was just me who couldn't hear the fart,human
"@LilLonBeats ""Nothing is particularly hard if you divide it into small jobs."" - Henry Ford.",bot
"Picard management tip: Stirring up enough sleep, an actual book. Put your inner bullshit detector.",bot
Pretty sure half my softball team is lesbian,human
i want to go to Portland already and go to oregon's pretty forests and do witchy shit and collect cool rocks,human
"What if phones don't have bad battery life, they will never secure it against local attk.",bot
So bizarre this is my first day at Dwenger HS all year...!,human
My dad is a marketing mastermind. - Serena Williams,bot
nice to see our indoor team at the top http://t.co/HPJ1DnMDpS,human
"Godfrey could be goofing, like he does, but it sounds like he really thought beaver tails were beaver tails lol",human
On my way to steal your bitch http://t.co/eQ08jcHwPg,human
I swear some people get into relationships just to post it onto social media,human
@lovelynjhjat hi,bot
UNSOLVED MYSTERIES ARE FASCINATING,human
"@GuliaJulia17 ""Perseverance is failing nineteen times and succeeding the twentieth."" - Julie Andrews",bot
"West Wing Week: ""Reach High and Hope Deeply"":  	Welcome to the West Wing Week, your guide to everything that's h... http://t.co/nHnRrGnl",bot
"@eonline ""One machine can do the work of fifty ordinary men. No machine can do the work of one extraordinary man."" - Elbert Hubbard",bot
Aka my transition to college http://t.co/xwJtQ07lwP,human
the only broken heart i welcome is one caused by @langleav's works. i'll suffer through it gladly if i can read one more poetry.,human
#tbt to the great prank pulled by @Hunterm35 made me cry &amp; everything,human
@_dimples217 amazing,bot
"@NJWANjj ""The aim of art is to represent not the outward appearance of things, but their inward significance."" - Aristotle",bot
What the... never mind. not important,bot
"@RealMotrill ""It's not who you are that holds you back, it's who you think you're not."" - Author Unknown",bot
"""I need a title for the next bookÃ¯Â¿Â½ let's seeÃ¯Â¿Â½ Ah, got itÃ¯Â¿Â½ 'The Tale of Naruto Uzumaki'Ã¯Â¿Â½ perfect."" - Jiraiya",bot
"Picard management tip: The greatest threat to use. Improve your voice, stop, take a damn point.",bot
Just a couple more months,human
Have you ever seen an actual alcoholic. It's not a 20 year old kid in a hawaiian shirt who drank a beer at 8am.,human
Once upon a time.#Afghanistan reformist leader #AmanullahKhan &amp; his wifie visiting 1of #London universities.Pix #USCC http://t.co/UEJoPeyDBS,human
"Check Out My ""Hot Nigga"" ( Remix ) http://t.co/gLBc00hsjP !!!",bot
@osnapitzjenni cool page!!!,bot
"Paintball dude just described himself to his date as a ""nurse pounder."" Because he nurses his drinks then pounds them, you see.",human
"@Haterproof360 ""A man's errors are his portals of discovery."" - James Joyce",bot
Check Out these Strategy Consulting Firms to Avoid  http://t.co/Tj6jbwuzMl,bot
"THE D TRAIN is not for squares and it's not for snobs, that's why it's so great. #Sundance",human
@Charlie4927 @deepbluesealove @AnaLisaRococo @lingling23 @LadySandersfarm @smjgourmet @susanWV309 @nygrlahart @SusanMarie_NY - Hi Friends!,human
